index,label
349,9
350,5
351,3
352,6
353,5
354,2
355,8
356,2
357,3
358,1
359,7
360,2
361,5
362,4
363,9
364,4
365,5
366,0
367,1
368,3
369,6
370,4
371,0
372,7
373,6
374,5
375,1
376,9
377,3
378,8
379,1
380,4
381,7
382,9
383,0
384,9
385,7
386,6
387,7
388,1
389,0
390,8
391,5
392,6
393,1
394,8
395,8
396,3
397,0
398,2
399,6
400,1
401,4
402,9
403,7
404,3
405,7
406,8
407,4
408,6
409,8
410,3
411,6
412,8
413,6
414,9
415,7
416,5
417,8
418,6
419,2
420,8
421,2
422,3
423,6
424,9
425,6
426,8
427,7
428,1
429,6
430,2
431,4
432,4
433,2
434,4
435,2
436,2
437,2
438,8
439,9
440,8
441,7
442,8
443,7
444,8
445,5
446,1
447,9
448,3
449,0
450,1
451,1
452,8
453,0
454,7
455,4
456,9
457,5
458,3
459,9
460,5
461,1
462,3
463,4
464,9
465,4
466,9
467,2
468,3
469,1
470,6
471,2
472,2
473,4
474,6
475,2
476,9
477,7
478,1
479,0
480,2
481,6
482,6
483,5
484,0
485,0
486,7
487,9
488,9
489,7
490,0
491,4
492,8
493,9
494,8
495,1
496,7
497,2
498,7
499,5
500,6
501,5
502,0
503,0
504,0
505,2
506,0
507,3
508,3
509,9
510,5
511,6
512,5
513,3
514,8
515,1
516,6
517,5
518,6
519,5
520,2
521,7
522,2
523,7
524,0
525,6
526,4
527,3
528,6
529,9
530,0
531,9
532,3
533,0
534,6
535,4
536,4
537,4
538,0
539,9
540,5
541,3
542,0
543,0
544,2
545,0
546,5
547,4
548,1
549,6
550,8
551,1
552,9
553,2
554,9
555,2
556,1
557,8
558,2
559,2
560,6
561,4
562,8
563,5
564,3
565,6
566,9
567,9
568,5
569,3
570,9
571,1
572,0
573,9
574,8
575,0
576,6
577,2
578,1
579,6
580,8
581,3
582,7
583,2
584,3
585,0
586,8
587,3
588,4
589,6
590,4
591,9
592,0
593,4
594,9
595,7
596,5
597,8
598,4
599,6
600,8
601,8
602,7
603,4
604,4
605,0
606,2
607,0
608,7
609,7
610,7
611,3
612,3
613,3
614,1
615,0
616,6
617,4
618,3
619,4
620,4
621,1
622,4
623,5
624,7
625,1
626,6
627,4
628,8
629,1
630,1
631,9
632,2
633,4
634,5
635,8
636,4
637,8
638,6
639,9
640,9
641,1
642,8
643,3
644,5
645,4
646,7
647,9
648,4
649,9
650,4
651,7
652,5
653,1
654,6
655,3
656,9
657,1
658,9
659,8
660,3
661,6
662,7
663,9
664,1
665,4
666,4
667,8
668,0
669,2
670,6
671,5
672,5
673,3
674,1
675,5
676,7
677,1
678,1
679,6
680,2
681,7
682,4
683,5
684,6
685,8
686,5
687,4
688,8
689,9
690,6
691,9
692,5
693,1
694,1
695,6
696,0
697,1
698,3
699,4
700,5
701,7
702,0
703,7
704,6
705,3
706,7
707,0
708,7
709,6
710,5
711,6
712,7
713,0
714,7
715,7
716,9
717,5
718,9
719,8
720,7
721,0
722,6
723,1
724,1
725,9
726,2
727,2
728,1
729,1
730,8
731,6
732,5
733,5
734,8
735,0
736,8
737,1
738,3
739,2
740,1
741,3
742,8
743,3
744,3
745,8
746,0
747,7
748,8
749,2
750,9
751,5
752,1
753,8
754,8
755,8
756,6
757,8
758,7
759,8
760,7
761,9
762,8
763,2
764,2
765,4
766,5
767,5
768,3
769,8
770,1
771,3
772,0
773,0
774,9
775,9
776,2
777,6
778,6
779,4
780,9
781,4
782,9
783,7
784,5
785,7
786,2
787,9
788,6
789,3
790,2
791,8
792,3
793,8
794,7
795,3
796,7
797,3
798,3
799,1
800,3
801,8
802,9
803,9
804,0
805,0
806,6
807,8
808,8
809,6
810,9
811,7
812,3
813,0
814,7
815,6
816,9
817,0
818,9
819,5
820,0
821,0
822,3
823,9
824,1
825,4
826,2
827,3
828,7
829,9
830,7
831,1
832,5
833,1
834,6
835,5
836,0
837,6
838,4
839,0
840,3
841,0
842,9
843,0
844,6
845,4
846,9
847,9
848,9
849,6
850,6
851,2
852,7
853,6
854,7
855,9
856,3
857,5
858,4
859,7
860,0
861,4
862,6
863,0
864,3
865,4
866,2
867,8
868,9
869,9
870,0
871,4
872,8
873,9
874,8
875,0
876,4
877,2
878,4
879,0
880,9
881,1
882,6
883,9
884,9
885,2
886,0
887,4
888,2
889,0
890,2
891,3
892,4
893,3
894,6
895,8
896,5
897,3
898,6
899,8
900,8
901,1
902,0
903,2
904,0
905,4
906,4
907,8
908,2
909,6
910,1
911,5
912,0
913,8
914,0
915,9
916,7
917,2
918,6
919,6
920,0
921,2
922,1
923,0
924,6
925,1
926,0
927,1
928,7
929,9
930,3
931,8
932,2
933,1
934,3
935,4
936,6
937,8
938,5
939,3
940,5
941,0
942,3
943,9
944,1
945,7
946,4
947,0
948,1
949,0
950,2
951,6
952,1
953,2
954,3
955,6
956,5
957,6
958,4
959,8
960,7
961,5
962,8
963,4
964,7
965,1
966,3
967,0
968,9
969,9
970,3
971,8
972,5
973,9
974,6
975,2
976,0
977,4
978,3
979,8
980,5
981,2
982,5
983,6
984,4
985,0
986,5
987,9
988,6
989,1
990,7
991,3
992,4
993,0
994,0
995,9
996,9
997,9
998,8
999,1
